Product Name,Units Reimbursed,Number of Prescriptions,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed
ENDOCET TA,65217.0,899.0,12655.89,26.32
CHATEAL-28,370894.446,898.0,184010.01,723.03
DEPAKOTE D,174728.0,897.0,360456.77,44611.51
ALMOTRIPTA,8265.0,897.0,192092.06000000003,2063.59
TASIGNA 15,90188.0,896.0,11616596.18,28639.61
CLEARLAX L,393130.0,896.0,10669.039999999999,70.34
TIMOLOL GE,4845.0,895.0,119455.45000000001,1383.6000000000001
Fetzima 40,28052.0,893.0,368322.94999999995,4878.299999999999
ADYNOVATE,12923350.6,893.0,24857367.95,735783.39
ZOLOFT 100,47322.0,892.0,494831.61,26119.32
VANCOCIN H,324352.5,891.0,27385.02,1775.31
Dapsone,37482.0,891.0,44814.97,1099.24
DEPAKOTE,97380.0,890.0,387701.57,29689.48
GRANIX INJ,883.322,890.0,1393350.21,34490.060000000005
ZENATANE 4,41631.0,890.0,144669.41,3245.95
CIPRO 10%,103605.0,889.0,150570.18,5170.47
Option 2 (,1263.0,889.0,6998.970000000001,4.76
Naropin (R,19536.0,887.0,3468.02,7670.030000000001
HEPARIN 25,251886.19999999998,887.0,190482.03999999998,8597.789999999999
GNP EARWAX,13465.0,887.0,2777.19,70.12
ASPIRIN TA,29446.0,886.0,4641.970000000001,0.0
COLISTIMET,43835.17,885.0,1018448.94,26811.590000000004
DUEXIS 800,70366.0,885.0,1883033.0899999999,2388.0899999999997
JUNIOR STR,42515.0,885.0,6456.22,7.3
CombiPatch,7722.0,885.0,196563.62000000005,4704.9
EVEKEO ORA,50141.0,884.0,231010.62,6844.689999999999
GS ANTACID,143501.566,884.0,912.26,0.0
SOLU MEDRO,1545.0,882.0,12047.91,4867.34
PROGRAF 5M,39497.312999999995,882.0,387044.13,19998.300000000003
GLATOPA 20,25890.0,882.0,2562475.4700000007,7005.200000000001
NASAL ALLE,14807.7,881.0,8118.55,23.880000000000003
Felbamate,137185.0,881.0,283392.58,45260.16
Mercaptopu,38188.75,881.0,51448.36,1117.23
AZASAN-AZA,35950.0,881.0,394542.66000000003,15389.689999999999
BLEOMYCIN,1242.246,881.0,62920.399999999994,3573.01
"EPOGEN 2,0",2913.05,881.0,94509.92,1706.03
PACERONE 2,35448.0,880.0,9380.550000000001,156.26000000000002
Azelaic Ac,44495.0,880.0,126711.97999999998,3927.65
KEVZARA 20,2018.48,879.0,3090078.96,5996.030000000001
KALYDECO 1,49476.0,878.0,19401988.24,1481509.51
GLIP MET,122091.0,877.0,18813.01,386.33000000000004
GARDASIL 9,440.0,877.0,189639.16,14721.199999999999
ZENPEP CAP,195186.0,876.0,2376135.4,115315.31
PINDOLOL 5,53950.0,875.0,41826.63,1690.41
XARELTO (r,52503.0,875.0,377906.93999999994,5712.7699999999995
JADENU SPR,49503.0,875.0,5795637.44,21889.840000000004
Orsythia 0,33320.0,874.0,12879.6,82.88
WELCHOL 62,119295.0,873.0,406933.66,11847.19
BIMATOPROS,2411.5,873.0,77331.91,527.8499999999999
Nateglinid,79351.0,872.0,34453.1,543.88
Tinidazole,8332.0,871.0,23891.730000000003,736.15
CODEINE SU,64481.0,871.0,45821.89000000001,933.88
STOMACH RE,141366.0,871.0,6376.129999999998,81.31
Myorisan 3,46960.0,870.0,230886.00000000003,14842.599999999999
KLOR-CON,37255.0,870.0,208400.40000000002,541.23
Ursodiol T,55880.578,870.0,71202.39,1297.1399999999999
REXULTI 3,25069.0,868.0,939449.4299999999,16487.38
COLCRYS 0.,29174.8,867.0,171590.71999999997,11069.339999999998
SM HYDROCO,31245.049999999996,866.0,3288.0899999999997,9.0
ADDERALL 3,44844.0,865.0,305912.75,4259.0
DOCQLACE,53332.0,865.0,7764.66,263.6
OPDIVO 40,20078.0,865.0,4306810.249999999,719784.8300000001
NYSTATIN S,156831.124,865.0,13375.130000000001,50.96
KATERZIA (,106979.5,864.0,334461.62,18804.75
PURIXAN 20,73409.9,863.0,859045.11,30512.99
VIBERZI,49720.0,863.0,1053655.7499999998,5691.07
EDARBI 80M,31419.0,862.0,214459.61000000002,1668.52
POISE PADS,98400.0,862.0,25407.049999999996,0.0
COMPLETENA,30089.0,862.0,19056.02,155.9
SM MILK OF,377909.0,862.0,5711.299999999999,101.41999999999999
FASENRA,812.462,862.0,3505383.38,348276.89999999997
UDENYCA,504.8500000000001,860.0,2780216.36,329660.4
Xolair 75m,741.725,860.0,703020.71,66859.56
LEVONO-E E,78299.0,860.0,70381.83,128.74
EVEROLIMUS,25577.0,859.0,10598519.84,258466.02000000002
ASPIRIN MC,29886.0,858.0,2766.8900000000003,7.61
GLUCOSE 4,38310.0,857.0,12409.28,163.95000000000002
ORIGINAL S,29894.0,855.0,3706.5899999999992,50.06
ANTI-FUNGA,42130.0,855.0,4613.85,102.2
BROTAPP,101464.0,853.0,2586.74,0.0
AFTERA (LE,858.0,853.0,10780.91,3.96
BANOPHEN A,63183.17700000001,852.0,3292.4700000000003,82.91
ONFI Oral,247861.0,852.0,1885666.1500000001,311597.82
GABLOFEN 2,24965.050000000003,850.0,727565.42,151226.38
Keppra 500,113747.0,850.0,752014.51,87313.62
ANDROGEL,84225.0,850.0,618868.2100000001,9546.49
NULYTELY/F,4108003.0,850.0,33594.85,8.85
TRIMETHOBE,37807.0,848.0,44181.479999999996,1084.52
Proctofoam,9695.0,848.0,136119.84999999998,3359.38
ROSUVAST C,29757.0,847.0,7592.57,193.83
LEVOXYL 10,30165.0,847.0,16255.01,980.8799999999999
XIFAXAN 20,43579.498999999996,846.0,846656.8099999999,49460.8
POVIDONE-I,209238.15000000002,845.0,5630.009999999999,34.22
OZURDEX,899.3040000000001,845.0,744984.0400000002,359178.49999999994
Baclofen O,66493.0,844.0,12934.77,1133.24
Colesevela,107906.0,843.0,128641.83,2245.74
Bupivacain,6881.998,843.0,1095.03,26.0
Nicotine P,91971.0,842.0,33270.87999999999,29.97
MIMVEY 1-0,25996.0,842.0,57880.189999999995,769.12
Milrinone,266650.36,841.0,94134.62,10683.34
Neostigmin,3431.3,841.0,2628.3500000000004,466.9
PRED MILD,5100.0,841.0,149488.11000000002,2273.58
RASUVO 25,1788.0,839.0,355593.35,4257.95
Keppra Ora,538664.0,839.0,597533.29,111881.81
Rabeprazol,34108.0,839.0,18543.12,976.71
DRYSOL DAB,37448.0,839.0,6432.41,1333.75
PROMETHAZO,12707.0,838.0,68935.59999999999,799.13
Propylthio,88270.0,838.0,50558.909999999996,927.5
Telmisarta,32763.0,837.0,25099.379999999997,413.16
Zoledronic,30042.760000000002,837.0,61718.95000000001,8011.910000000001
ANTACID MA,539000.841,837.0,6548.76,57.91
Daytrana 2,26820.0,835.0,301836.79,35130.04
DEXA SOL .,133732.87199999997,835.0,8855.199999999999,235.01
JUBLIA 4ML,3660.0,835.0,484858.81,8595.560000000001
AMILORIDE-,29020.0,834.0,11063.4,149.41
KAZANO 12.,49264.0,832.0,316475.19,3.65
TRESIBA 10,12305.0,832.0,386113.0,17523.14
RULOX ANTA,130308.424,831.0,8239.0,58.67
DIGITEK 25,29140.0,831.0,13911.67,63.82
SE-TAN PLU,27207.0,831.0,11820.66,132.01999999999998
Desvenlafz,26234.0,831.0,25174.59,553.02
VENOFER  I,6890.650000000001,831.0,72841.46,6722.01
APLISOL 5T,177.01999999999998,829.0,21929.0,572.03
JADENU 180,63973.0,828.0,5173795.5,47456.57
DYMISTA,19182.0,828.0,147820.47999999998,12564.960000000001
Adapalene,37725.0,828.0,82695.97,4920.259999999999
DECONEX IR,22092.0,826.0,13795.38,0.0
SM LANSOPR,35629.0,826.0,13249.510000000002,0.0
ALBURX,215220.1,826.0,373588.06,6485.17
SEROQUEL 1,48663.0,824.0,196904.46999999997,5270.29
ADEMPAS 2.,70839.0,824.0,8477859.959999999,41710.119999999995
EUCRISA  C,49680.0,823.0,514484.03,2263.7200000000003
REPATHA 42,2892.5,823.0,422149.57999999996,1088.98
PERJETA  P,6748.294,823.0,2527094.06,265955.11
MUCINEX SE,34273.0,821.0,14774.12,347.68
ECONTRA EZ,1169.442,821.0,29136.91,0.0
PACERONE 1,31071.0,820.0,82698.18999999999,2649.76
DIAZEPAM I,3187.5,820.0,14284.76,23178.4
RELPAX 20,8389.0,820.0,518948.24,857.62
KOGENATE F,12257718.751,819.0,12745068.850000001,1100105.02
ACTEMRA 20,13066.199999999999,818.0,936698.4999999999,188780.18
FLAREX,4165.0,816.0,73196.53,248.08999999999997
Cholestyra,216038.004,816.0,58851.58999999999,1380.28
OXICONAZOL,92947.5,815.0,653232.27,2320.3199999999997
DARZALEX (,40880.6,814.0,2464944.52,888199.8899999999
NUCYNTA 75,72360.0,814.0,552437.25,9584.119999999999
PROTAMINE,3923.0,814.0,883585.1799999999,864.57
LEVOXYL 50,35314.0,813.0,17164.079999999998,1635.1100000000001
RENACIDIN,742800.0,812.0,132523.46999999997,4331.849999999999
NORA-BE,27082.0,811.0,13168.91,0.0
Hizentra 4,3897.375,811.0,1627825.55,288621.16000000003
VECTIBIX 1,12802.099999999999,810.0,2259236.4099999997,295862.53
MYCAMINE,3830.9,810.0,591978.17,0.0
PROMACTA,29484.0,809.0,9393785.909999998,25223.32
ABILIFY 2,33765.0,809.0,641015.59,51303.12
SM ATHLETE,27279.8,809.0,9911.98,83.81
Dysport (a,1310.2920000000001,809.0,573062.47,376767.15
ADRUCIL 5,90627.4,808.0,38653.89,1854.43
HYDORCODON,72931.0,806.0,13715.480000000001,422.33
DELZICOL D,134742.0,804.0,468993.75,22484.829999999998
PROLENSA 0,2422.0,804.0,212490.89,4903.18
SENSIPAR (,18436.54,804.0,605566.2200000001,8554.16
Loryna Ora,35728.0,804.0,24727.83,79.81
RENVELA,167678.0,803.0,1031323.56,2279.13
AIMOVIG  E,833.0,802.0,473048.32999999996,1106.53
Depo Prove,534.9300000000001,801.0,28691.75,311.76
ATIVAN 2 M,2780.25,801.0,108331.54999999997,9856.38
CICLPPIROX,19500.0,801.0,8419.36,244.31
Trimethopr,24627.0,801.0,9588.3,761.47
SM APIRIN,32543.0,801.0,1775.53,10.78
RhoGAM,806.767,800.0,59854.15,793.37
SYMDEKO 10,44828.0,799.0,16901788.41,692366.5700000001
RULOX,241216.319,796.0,6679.27,44.84
PRALUENT 1,1624.0,795.0,545321.27,5733.719999999999
ISOTONIC G,155754.336,794.0,200765.99,39.099999999999994
NICOTROL C,138600.0,794.0,354973.10000000003,0.0
POTASSIIUM,49216.0,794.0,14034.55,56.6
INFANTS' I,29556.5,794.0,6890.120000000001,1.0
TRIAM ACET,27440.0,793.0,3990.5199999999995,0.0
MORPHINE 1,9642.75,793.0,113588.92,2680.0600000000004
ISMN ER 12,32788.0,792.0,17116.39,453.02
BENLYSTA L,2495.395,792.0,1426215.6199999999,310060.44999999995
CLEARLAX (,382092.0,791.0,10392.840000000004,141.53
DEEP SEA N,37028.0,790.0,42431.79,202.04
TAZORAC CR,32235.0,789.0,422092.38000000006,8245.880000000001
CLOBEX 0.0,95147.0,789.0,594739.94,8172.219999999999
FERATE 27,35155.5,788.0,2697.92,95.4
Derma-Smoo,95806.8,788.0,36090.700000000004,331.88
PENTAZOCIN,61228.0,787.0,105944.65000000001,2551.81
THERAPEUTI,82809.0,787.0,4417.26,39.370000000000005
BRIVIACT 7,51502.0,786.0,896132.8900000001,81930.5
AMOX C XR,21091.0,786.0,106191.03,1803.51
Rhopressa,2172.5,785.0,214747.86000000002,9537.24
PRENATE DH,25113.0,785.0,196730.94999999998,1165.8200000000002
LEVOXYL 12,27358.0,785.0,16783.36,694.66
PRIFTIN 15,19201.0,784.0,74047.15,479.03
POLY-VENT,21032.0,784.0,13515.78,0.0
ASPIR 81 (,28443.0,783.0,1055.9499999999998,3.37
TRANYLCYPR,102568.5,783.0,139959.86999999997,1046.06
Belbuca 30,42222.0,782.0,347666.85,2537.14
ALA-HIST P,25881.0,781.0,16205.96,3.0
GABLOFEN,25819.03,780.0,673785.19,130380.49000000002
MUSCLE RUB,71906.0,779.0,4764.599999999999,93.41
DEMEROL,19452.5,779.0,180596.65,48.25
ADCETRIS 5,1509.2600000000002,779.0,10704501.809999999,704495.04
LEVOXYL 75,26880.0,778.0,14883.51,605.97
IBRANCE  P,16265.0,778.0,8775487.15,22816.4
LDR CHILD,121845.0,778.0,5474.4,0.0
ZYPREXA RE,875.0509999999999,777.0,825359.7999999999,1429.47
TILIA FE 2,29276.760000000002,777.0,64301.409999999996,102.6
KUVAN 500,41580.0,776.0,8011856.49,172864.93
OPSUMIT,23102.0,774.0,7580071.250000001,84807.45999999999
ABILIFY 30,25313.0,774.0,768829.8400000001,16261.539999999999
Belbuca 15,39982.0,774.0,219037.23,2750.1600000000003
JOLESSA,70616.0,774.0,38249.92,41.2
FEROSUL 32,50626.0,773.0,3613.8199999999997,755.0699999999999
Depo-Testo,666.0550000000001,773.0,3624.5999999999995,1442.9
KLONOPIN 1,61423.0,773.0,165394.38999999996,8020.62
CORTROSYN,787.0,770.0,47704.68000000001,2751.5299999999997
Bacitracin,4296.9,770.0,63266.57000000001,938.7600000000001
MAPAP 80 M,54263.0,768.0,38896.12,16.64
AJOVY 225,1204.0,768.0,447459.2,15695.359999999999
RELPAX,6733.0,766.0,423475.19,285.82
Bicalutami,21720.0,765.0,10979.5,404.22
ENPRESSE T,29101.17,765.0,14782.040000000003,79.22
HM PAIN &,130553.375,764.0,10632.85,25.14
PEPTIC REL,64813.0,764.0,6373.129999999999,228.55
SETLAKIN,70007.0,764.0,38443.38,57.52
ROBAFEN CF,140657.0,762.0,2815.08,1.0
ARISTADA I,1813.5699999999997,761.0,1471563.07,2029.2199999999998
ZOSYN,2308.6040000000003,761.0,296220.14999999997,1527.2199999999998
LIDOTRAL,115260.0,761.0,1910330.48,0.0
SENOKOT TA,44517.0,761.0,7014.110000000001,113.58
GEODON,1615.75,760.0,104050.8,847.45
BENLYSTA S,3056.2,760.0,2813655.56,7284.84
Pennsaid,810.803,760.0,1901332.2999999998,12161.34
REXULTI 4,22593.0,757.0,834416.37,27109.969999999998
MAG-G 500,40164.0,756.0,6143.160000000001,961.28
ED CHLORPE,92393.0,755.0,9561.98,9.0
ALBENZA 20,2477.0,755.0,508120.15,3.0
LASTACAFT,2315.0,754.0,165385.35,6525.580000000001
RENVELA TA,130044.0,753.0,565678.9600000001,299.4
TOPOSAR 50,6906.2,750.0,17764.81,24160.42
Etodolac T,36375.0,750.0,19443.280000000002,315.69
LONHALA MA,45330.0,750.0,832861.7500000001,2371.66
RAYALDEE 3,26318.0,750.0,887920.43,9849.33
GAMMAPLEX,750587.0,749.0,5625284.379999999,41569.19999999999
PREMPRO CO,22831.0,749.0,163105.81,1078.13
MVASI 400,17667.699999999997,748.0,1674792.62,349288.39
Atovaquone,61008.0,748.0,129283.37999999999,5020.469999999999
GUIATUSS,169448.12,746.0,3141.0699999999997,26.76
GRALISE,58942.0,745.0,524776.38,7269.9800000000005
TAZORAC,29016.0,745.0,386913.16,8837.59
EXTRA ACTI,172363.72,744.0,5315.25,6.0
0.8% LIDOC,11129.0,744.0,704.1500000000001,96.81
PRENAISSAN,22657.0,743.0,38083.64,326.06
DIGITEK  D,31283.0,742.0,13358.5,10.4
ANTACID 50,62254.666,742.0,4674.420000000001,419.3299999999999
KLOR-CON O,31201.0,742.0,144207.21999999997,1267.78
REVLIMID(L,14153.0,742.0,10516562.34,25755.31
INVANZ I.V,920.4,741.0,101459.06000000001,19185.489999999998
BENTYL INJ,1666.0,741.0,34933.130000000005,2407.02
HM IBUPROF,116678.0,740.0,10189.63,45.910000000000004
Veltassa p,20500.0,740.0,547599.08,10821.37
Omega-3-Ac,76154.0,740.0,24430.129999999997,817.24
NULOJIX 25,1054.7040000000002,739.0,613930.66,178109.8
SOTYLIZE 5,239661.0,738.0,401499.29000000004,22291.530000000002
DILAUDID H,2034.0,738.0,6080.36,3812.08
ANTACID LI,223512.04,738.0,4013.42,64.6
HAILEY 1.5,27776.248,738.0,19244.239999999998,150.21
SALSATE TA,73206.0,738.0,84248.12999999999,52.5
FEVERALL 1,11816.0,737.0,5073.999999999999,0.0
LEXAPRO 10,27239.0,737.0,277611.3,6855.77
Zafirlukas,43662.0,735.0,48452.750000000015,1515.0300000000002
Mifeprex,739.0,735.0,50266.030000000006,35.03
FASENRA IN,663.534,734.0,2812533.94,145460.16
HM ANTI-DI,27331.0,734.0,5055.65,68.52000000000001
HAILEY,16674.0,732.0,11064.85,39.09
Tegretol S,602642.0,732.0,200165.24999999997,7960.91
Desonide O,27618.0,731.0,36886.65,390.49
VIVELLE-DO,6577.0,731.0,99533.31999999999,2619.86
THEO-24 10,40957.0,731.0,96175.44000000002,1450.74
PIMTREA .1,31053.974,730.0,19453.570000000003,87.77000000000001
EZETIMIBE-,25360.0,729.0,57196.840000000004,536.27
ZIOPTAN 30,21036.75,728.0,158247.62,3192.29
Repaglinid,77083.0,728.0,21148.43,270.68
KYPROLIS 1,3736.593,727.0,546316.39,227178.99000000002
EZETIMIBE/,25450.0,727.0,53314.59,758.5699999999999
LETAIRIS 5,21234.0,726.0,6765268.65,159431.21000000002
APIDRA,16700.0,725.0,457639.67999999993,4290.799999999999
ASPIRIN EN,26461.0,724.0,1708.8600000000001,5.64
Sodium Bic,70673.95,724.0,6483.540000000001,99.06
EMFLAZA 30,21345.0,724.0,5732926.21,172432.45
UDENYCA (P,457.15000000000003,721.0,2357794.36,381112.37000000005
MILRINONE-,669209.0,721.0,145841.07,2893.1
UREA 20% C,66747.4,721.0,8042.19,69.15
EMEND 150,710.7409999999999,720.0,156855.55999999997,151115.18
TEFLARO 60,5312.124,720.0,1051042.0300000003,232.7
EDARBI 40M,26703.0,719.0,168391.7,2003.0400000000002
Velphoro,93428.0,719.0,1303402.7900000003,18194.510000000002
Cyred EQ,53417.0,719.0,64688.28,30.56
ENDARI,153390.0,719.0,1605948.92,12958.97
MITIGARE (,28941.0,718.0,168594.37,447.0799999999999
R-Met HU G,5907.236999999999,718.0,1865838.67,51725.64
Mucinex Ch,115366.0,717.0,5427.319999999999,0.0
Pyridostig,81092.5,717.0,90048.71999999999,3231.71
Paclitaxel,27882.616,716.0,29815.329999999998,4134.740000000001
GENTLE LAX,15915.0,716.0,1972.05,44.41
Gralise (g,56332.0,715.0,494756.55999999994,12450.879999999997
DIOVAN  (v,41886.0,715.0,322632.7,533.94
PRADAXA 75,45876.0,715.0,317977.75,5483.740000000001
SM CHILDRE,71322.0,714.0,6053.66,15.63
UREA Cream,100473.75,714.0,61214.32,571.91
SM INF PAI,98731.033,713.0,3662.04,8.52
MICARDIS H,22093.0,713.0,160231.21,123.80000000000001
ALREX (LOT,3805.0,711.0,172885.27,1674.1399999999999
CITRUS CAL,62870.0,710.0,5790.579999999999,343.88
VAGIFEM 10,7909.0,708.0,164495.49,506.65999999999997
VP-PNV-DHA,24570.0,708.0,18260.27,521.68
ELAPRASE 6,19317.0,707.0,19075875.77,1111752.71
KUVAN POWD,52659.0,706.0,4235804.59,191429.96000000002
LUCENTIS -,38.664,706.0,724282.3,301401.79
GLUCAGEN D,806.0,706.0,141382.31,9725.94
CELONTIN 3,60472.0,705.0,207047.72,40543.46000000001
AZELEX (AZ,30985.0,704.0,393781.29000000004,7026.289999999999
VOSEVI 400,18438.0,704.0,16037644.690000003,485.9
CAMRESE (T,64701.0,704.0,61712.18,148.8
LEUKINE 25,3479.82,704.0,814434.0400000002,31648.460000000003
Naratripta,6293.0,704.0,17435.25,88.58000000000001
INFANT PAI,54633.6,703.0,3338.96,0.0
NOVOFINE 3,82074.0,703.0,27573.89,1112.1
RASUVO 20,1126.0,700.0,317996.86000000004,5869.08
ENBREL 25M,3187.5,700.0,2524003.6,39171.97
Retin-A Ge,27150.0,700.0,69801.80999999998,342.03999999999996
BOTOX COSM,698.792,699.0,224504.49000000002,51071.08
SUDOGEST N,25257.0,698.0,1560.33,8.34
REG STRENG,62854.0,697.0,3499.1200000000003,156.26999999999998
GLYCOLAX 5,382624.0,697.0,13241.359999999999,97.44999999999999
ASMANEX 30,116.165,697.0,136599.74,4064.79
SENNA SYRU,183234.0,695.0,14353.07,464.58
FOLBIC,23142.0,695.0,18296.13,82.7
Thrivite R,23852.0,693.0,11690.710000000001,27.06
1 FEREX 15,27150.0,691.0,6106.33,7.65
Ibandronat,806.0,690.0,8364.640000000001,407.65999999999997
Nitro- Bid,11679.726999999999,690.0,15612.41,191.15999999999997
FINACEA 15,34775.0,690.0,217267.95,2210.59
CYTOMEL 5,45234.0,689.0,80794.12999999999,902.91
Qbrexza,21210.0,688.0,382282.58999999997,14477.27
MultiVite,24401.0,687.0,2927.29,25.83
"UPTRAVI 1,",39712.0,687.0,11611957.02,135417.22999999998
ORKAMBI 15,38108.0,687.0,12982084.54,929227.28
FERATE,31202.5,685.0,2120.81,38.3
MEFENAMIC,26353.0,685.0,95911.61,1375.7999999999997
PRISTIQ ER,22003.0,685.0,292255.9,2011.9
GNP Nicoti,78269.0,685.0,30903.520000000008,293.05
PROMACTA 2,27185.0,684.0,4529607.33,99732.73000000001
Selenious,5222.889999999999,684.0,171908.36,10.89
LOTEMAX SM,3491.0,684.0,131679.36,4286.35
NEXAVAR 20,48757.0,684.0,7746100.75,40166.94
PEDIA LAX,155433.106,684.0,7680.590000000001,128.78
Mucinex D,17926.0,684.0,10820.920000000002,85.22
NOVOSEVEN,127454.228,682.0,44366264.72,7130968.4799999995
BACLOFEN O,38819.0,682.0,10060.330000000002,5.2
THEREMS-M,21596.0,682.0,3077.7799999999997,727.55
SUBVENITE,32742.0,682.0,8208.38,264.25
DIGOX,20461.0,682.0,8713.439999999999,36.16
ANECTINE,7069.0,681.0,165016.72,795.62
SABRIL,85677.0,681.0,12202899.08,1086359.31
CEFEPIME F,16728.22,680.0,33486.100000000006,795.36
PROLIA  DE,681.357,680.0,726668.59,28644.879999999997
AMPYRA ER,41237.0,680.0,1937633.5,12713.42
Prevacid 2,26083.4,678.0,7841.209999999999,96.0
8 HOUR ACE,43884.0,677.0,5067.96,37.9
ADDERALL,34446.0,676.0,231132.58000000002,682.32
Ethynodiol,25004.0,676.0,16091.880000000001,0.0
LICE AID S,83621.0,676.0,4917.4,0.0
GNP ALL DA,25211.0,675.0,10452.480000000001,144.29
LORCET HYD,4982.0,675.0,3161.1000000000004,0.0
NUPLAZID 3,15978.0,674.0,1699147.54,20717.7
Felodipine,23409.0,673.0,8541.13,92.41
CEQUA 0.09,49215.0,672.0,411665.08999999997,3197.38
BENZACLIN,30320.0,672.0,261074.97,2538.9399999999996
SILACE 60,333660.5,671.0,5291.2300000000005,195.98
GLIMEPIRAD,35780.0,671.0,4594.539999999999,5.2
JANTOVEN 6,19503.5,671.0,4687.87,159.64999999999998
DRO+ETHIN+,26964.0,670.0,85940.12,7.5
BAlZIVA TA,26348.0,670.0,15791.04,189.37
ZYPREXA 10,21163.1,669.0,376888.18999999994,9908.08
ZYLET OPHT,3735.0,668.0,185580.63999999998,6151.81
NECON,23380.0,668.0,15713.53,197.02999999999997
DROPERIDOL,1369.0,668.0,104820.92,1372.1200000000001
RELISTOR,53098.0,667.0,1079157.01,11099.69
EMPLICITI,975.038,667.0,852351.3500000001,738189.1399999999
OZURDEX 0.,723.7120000000001,667.0,645092.7599999999,98785.12
LDR ARTH P,48464.0,666.0,3924.9500000000003,20.240000000000002
ARANESP 50,619.1120000000001,666.0,786601.9999999999,252203.75
Pirmella 1,25676.0,666.0,13419.599999999999,84.45
Pimozide T,46251.0,665.0,69593.74000000002,2806.19
LDR ACID R,23722.0,665.0,7473.889999999999,3.65
Zomig 5mg,4329.0,665.0,336826.59,9978.75
ZYPREXA,24216.5,664.0,407240.10000000003,9592.31
ZOLADEX,684.0,664.0,367402.45999999996,21119.14
LEVOXYL 11,24110.0,664.0,15154.5,1292.82
EMFLAZA,20114.0,664.0,3743571.54,122229.42000000001
ADDERALL T,37087.0,663.0,241133.52,1082.99
EMTRIVA,20254.0,663.0,285311.92000000004,6.0
PROMACTA T,24446.0,662.0,7168794.78,201962.69
MYFORTIC,89787.0,661.0,275686.15,86615.82
PALONOSET,3318.5,660.0,88163.24,3139.16
EQUETRO 30,44634.0,659.0,208894.17,8311.96
SM FIBER L,42031.0,657.0,5856.68,161.67
Iferex 150,29104.0,656.0,6643.67,130.67
APAP ARTHR,53429.0,656.0,4963.280000000001,81.81
LETAIRIS,19514.0,655.0,6414321.69,46728.49
BUP/NAL 2M,18309.0,655.0,31716.959999999995,41.0
XTANDI,73308.0,655.0,7152540.579999999,54.68
JASMIEL 3,18266.0,655.0,33879.5,113.81
CLIMARA: E,5673.0,655.0,40171.060000000005,1300.6299999999999
INTRAROSA,671.2879999999999,653.0,139173.43,1009.87
XELODA,51307.0,653.0,2088572.1600000001,122.26
IBUPROPHEN,7660.0,653.0,4879.74,0.0
BEYAZ 28 T,29945.58,652.0,238107.64,832.06
IBRANCE 75,13196.0,652.0,7490185.61,356.7
NUVESSA,3830.0,650.0,143035.8,46.41
FASLODEX,6541.5,650.0,634113.88,231707.82
GNP Guaife,100885.0,650.0,3310.5499999999997,0.0
HM BACITRA,21348.620000000003,650.0,3956.81,90.65
ANTI-DANDR,138208.0,650.0,3090.63,201.67000000000002
BANZEL TAB,105089.0,650.0,2216551.37,86658.37
ONFI 20 MG,40920.0,648.0,1603384.25,100132.12
LDR COUGH,70233.0,647.0,5921.619999999999,7.0
CREON DR 6,157048.0,647.0,243197.34,11428.580000000002
REVLIMID (,13995.0,646.0,10263880.280000001,113219.13
TRICITRATE,667505.0,646.0,45693.579999999994,1250.7800000000002
FLUZONE HI,323.0,645.0,32349.9,100.0
FETZIMA ER,19201.0,645.0,253662.46,4252.63
Hailey 24,20832.0,645.0,21816.280000000002,0.0
Acetic Aci,9845.0,644.0,15390.679999999998,459.04999999999995
POLY-IRON,26988.0,644.0,6054.36,784.57
K-PHOS NEU,56417.0,644.0,26339.27,800.3
LEVOXYL 88,21614.0,644.0,12607.75,386.12
Colace Cle,27471.0,643.0,7648.7699999999995,57.32
HM ESOMEPR,27849.0,642.0,9298.27,8.0
COUMADIN 1,29546.0,642.0,60015.079999999994,1274.2
KUVAN,103336.0,642.0,5118627.499999999,33184.619999999995
Vitamins A,32240.0,641.0,8154.790000000001,0.0
AUROVELA F,23380.0,639.0,8852.889999999998,0.0
PROLASTIN,10016969.73,639.0,4311852.17,46911.93
PROBIOTIC,19195.0,639.0,10223.230000000001,0.0
AZELEX,28950.0,638.0,387388.81,4520.84
LOTEMAX (L,3780.0,638.0,184765.4,1624.54
Daysee (Le,58057.0,638.0,49308.92999999999,28.77
VECTIBIX 4,12083.35,636.0,2447935.82,321000.04
FLECTOR,29089.0,635.0,329954.62,5882.06
ED-APAP 16,103487.0,634.0,1872.1599999999999,0.0
MICRHOGAM,650.0,633.0,16833.48,229.92
OCREVUS,9945.284,633.0,12203305.73,2749195.0700000003
FLAVOXATE,41831.0,633.0,32064.020000000004,168.81
TRAVASOL,1847403.18,632.0,74160.71,0.0
NAPHCON A,8838.0,632.0,4982.13,142.89
KAPSPARGO,23614.0,632.0,40984.55,179.07
ABREVA,1510.0,631.0,11594.9,3.0
FOLIVANE-F,23043.0,631.0,9026.45,231.61
I-VITE TAB,22732.0,631.0,2818.79,79.36
ARNUITY (F,19110.0,631.0,122587.98000000001,722.15
LEVOLEUCOV,82509.56100000002,630.0,222939.38999999998,39269.75
TOPOSAR,5395.5,630.0,208086.54,51431.07
TARON-PREX,21600.0,630.0,23334.52,108.2
APRI TAB-2,28056.0,629.0,9477.97,0.0
INVEGA ER,20777.0,628.0,857991.49,25083.38
AZASITE 1%,1679.0,628.0,131834.18,4879.25
Clopitogre,18655.0,627.0,4644.650000000001,153.5
NITCOTINE,76183.0,627.0,29189.13,369.64
